,Company Name,Use,Country,Description,Funding,Url,Email,Founders
597,Drone," Digital Media, Drones, Franchise, Software",United States,Green Drone builds and designs projection mapping drones and software in order to evolve the current channels of information distribution.,"189,352", www.greendroneads.com ,curious@greendroneads.com,1
598,Way," Artificial Intelligence, Drones, Machine Learning, Robotics",India,"1 Martian Way (1MW) is an Artificial Intelligence company based in Mumbai, India","190,041", 1martianway.com/ ,sales@1martianway.com,1
599,Technologies," Artificial Intelligence, Autonomous Vehicles, Drones, Enterprise Software, Hardware, Mobile, Recruiting, Robotics, SaaS, Software, Venture Capital, Virtual Reality",United States,Contingency Staffing Firm for the Tech Industry,"190,651", www.motektech.com ,jerald@motektech.com,1
600,Stromkind," Autonomous Vehicles, Drones",Austria,Autonomous Maritime Drone Technology,"190,659", stromkind.com ,office@stromkind.at,2
601,Geospatial," Construction, Drones, Geospatial, Real Estate",Canada,"Spexi Geospatial offers custom solutions that automate drone flights, photogrammetric data processing and geospatial data analysis.","190,964", spexigeo.com ,info@spexigeo.com,—
602,OptiTrack," Animation, Drones, Motion Capture, Software, Virtual Reality",United States,"OptiTrack creates high performing 3D motion capture and tracking hardware and software, tracking cameras available today.","191,473", www.optitrack.com/ ,—,—
603,Inc.," Analytics, Big Data, Computer, Drones, Real Estate",United States,Drone Data Analytics focussed on Construction / Infrastructure ,"191,762", www.aspecscire.com ,krishna.sudarshan@aspecscire.com,2
604,AirMarket, Drones,Canada,"AirMarket provide tools that enable safer, smarter flyers and a platform to nurture business development in the drone/UAV industry.","191,786", airmarket.io ,info@airmarket.io,1
605,Dronifi," Drones, Information Technology, Robotics, Software",United States,Software platform / ecosystem for commercial drone flight service providers and enterprise companies,"193,941", www.dronifi.com ,info@dronifi.com,—
606,Imaging," Aerospace, Artificial Intelligence, Drones, Navigation, Photography",United States,Overwatch Imaging creates customized aerial image-based intelligence systems for long-endurance UAS and light piloted aircraft.,"194,256", www.overwatchimaging.com/ ,contact@overwatchimaging.com,2
607,Technologies," Drones, Energy, Information Technology, Innovation Management, Manufacturing, Project Management, Semiconductor, Software",Ireland,Endura Technologies is a semiconductor company that provides power management solutions.,"195,253", www.enduratechnologies.com/ ,—,—
608,Aerial," 3D Printing, Drones, Photography",United States,Harris Aerial is a drone manufacturer Company.,"195,529", www.harrisaerial.com/ ,info@harrisaerial.com,1
609,GmbH," Aerospace, Drones, Film",Austria,Dynamic Perspective is specialising in the development of unmanned aerial vehicles and high precision camera/sensor stabilization systems.,"196,522", dynamicperspective.com/ ,info@dynamicperspective.com,—
610,GmbH," Drone Management, Drones, Renewable Energy, Solar",Germany,ucair is a platform for thermographic droneinspections of solar power plants,"255,874", ucair.de/ ,service@ucair.de,2
611,Techject," Artificial Intelligence, Information Technology, Robotics",United States,Techject is making the coolest next-gen robots.,"258,122", techject.com/ ,support@techject.com,1
612,Plus," Drones, Retail",United States,Drones Plus is the largest drone retail store in the USA and Canada.,"258,523", dronesplus.com/ ,—,—
613,Skypersonic," Aerospace, Drones",United States,Skypersonic is a research & design engineering company providing autonomous systems & vehicle technology services to the aerospace.,"260,603", www.skypersonic.com ,info@skypersonic.com,—
614,Airzus," Advertising, Blockchain, Content Creators, Digital Marketing, Digital Media, Drones, Marketplace, Professional Services, Video",United States,Complaint aerial media & services marketplace utilizing blockchain smart contracts,"263,012", www.airzus.com ,media@airzus.com,1
615,AVISA," Automotive, Drones, Electronics, Logistics, Manufacturing, Software, Transportation",The Netherlands,"Microflown AVISA’s mission is to provide a complete 3D acoustic situational awareness by detecting, localizing.","263,582", microflown-avisa.com ,avisa@microflown.com,—
616,LikeAbird," Drones, Information Technology, Robotics, Software",Spain,Unmanned Systems & Robotics Related Company,"264,121", www.likeabird.eu ,hq-office@likeabird-group.eu,1
617,production," Drones, Enterprise, Manufacturing, Military",Israel,"FLYING PRODUCTION LTD. specializes in design, development, implementation and life cycle support of advanced Unmanned Aerial Systems (UAS).","265,462", www.flying-production.com ,info@flying-production.com,1
618,Advice," Drones, Electronics",United States,"Audio Advice is a consumer electronics firm that specializes in audio, home theater, and smart home technology.","267,835", audioadvice.com ,—,—
619,Services," Cloud Computing, Drone Management, Drones",United Arab Emirates,Exponent Technology Services provides bespoke solutions by integrating unmanned aerial vehicles (UAS) and auto-ID technologies.,"268,307", www.exponent-ts.com ,info@exponent-ts.com,—
620,Airnest," Developer Tools, Drones, Mobile, Software",United States,Airnest designs and develops flight planning and data capture software for the commercial drone industry.,"268,356", www.airnest.com ,business@airnest.com,3
621,Sources," Embedded Software, Embedded Systems, Hardware, Internet of Things, Outsourcing, Robotics, Service Industry, Software, Software Engineering",Russian Federation,Custom Hardware & Software Development Company,"268,682", www.integrasources.com ,hello@integrasources.com,—
622,Energy," Air Transportation, Automotive, Drones, Energy Efficiency, Manufacturing, Marine Transportation, Transportation",United States,DynaKinetic Rotary Technology Company,"269,681", www.gotekenergy.com ,info@gotekenergy.com,4
623,Science, Publishing,Australia,Australian Popular Science is a monthly magazine that reports on the current trends of science and technology.,"269,870", popsci.com.au ,—,—
624,GmbH, Drones, — ,"Ob Hubschrauber oder Drone. Am Boden, in der Luft und auf See - Cineflight bietet alles für die optimale Umsetzung Ihrer Filmideen","270,115", www.cineflight.tv/ ,film@cineflight.tv,—
625,AiDrones," Aerospace, Drones",Germany,Ai Drones is an innovative company producing and developing Unmanned Systems with the focus on helicopter drones.,"270,410", www.aidrones.de ,contact@aidrones.com,—
626,SPECTAIR," Computer, Consumer Goods, Drones, Information Technology, Robotics, Virtual Reality",Germany,SPECTAIR is your full-service partner for aerial robotic services.,"272,402", spectair.com/ ,—,—
627,IR-LOCK," Aerospace, Drones, Robotics",United States,"IR-LOCK develops sensor systems for drones, enabling package delivery, automated charging, and GPS-denied navigation.","273,592", www.irlock.com ,info@irlock.com,1
628,Bird," Consumer Goods, Drones",France,Xtim creates the first biomimetic drone in the world. The only alternative to the existing propellers drones that will be safe and furtive,"274,070", www.mybionicbird.com/ ,contact@mybionicbird.com,—
629,Automation," Aerospace, Agriculture, Drone Management, Drones, Forestry, Robotics",Sweden,"Drones, Robotics, Forestry, UAVs","275,659", www.nordluftautomation.se/ ,elof.winroth@nordluft.se,—
630,Reports," Drones, Software",United States,"Stockpile Reports calculates timely, accurate stockpile volumes and tonnage, using data collected by an iPhone, aerial or UAV.","276,100", www.stockpilereports.com/ ,info@stockpilereports.com,—
631,Drones, Drones,Australia,Sphere Drones is a leading drone supplier in Australia.,"277,193", spheredrones.com.au/ ,info@spheredrones.com.au,—
632,Snitch," Drones, Hardware, Photography, Software, Video",Singapore,Snitch is a drone-like mobile flying camera used in a variety of capacities.,"277,364", snitchme.com/ ,henry@snitchme.com,1
633,Industries," Drones, Manufacturing, Robotics",United States,Mad Lab Industries specializes in high end custom heavy lift and commercial drone development.,"278,793", madlabindustries.com/ ,madlab@madlabindustries.com,—
634,Systems," Aerospace, Drones",United States,Hummingbird Systems provides on demand aerial mapping and data analysis of construction sites and agriculture using drones.,"280,220", www.hummingbirdsystems.com/ ,sitescan@hummingbirdsystems.com,1
635,Airvinci, Robotics,Canada,They are developing a personal VOTL helicopter.,"280,676", www.airvinci.com ,info@airvinci.com,—
636,Innovations," Drones, Photography",United Kingdom,Eagle Eye Innovations Ltd are a team of professional aviators who specialize in Unmanned Aerial Vehicles (UAVs).,"281,277", www.eeinnovationsltd.com/ ,—,—
637,DroneUA," Aerospace, Drones, Robotics",Ukraine,Drone.UA is the leading integrator of unmanned technologies in the Ukrainian market.,"281,645", drone.ua/ ,info@drone.ua,2
638,Labs," Drones, Security",United States,Drone Labs is a drone detection and countermeasure company. They are dedicated to consistently providing high customer satisfaction.,"282,081", www.dronedetector.com/ ,—,—
639,Systems," Drones, Manufacturing",United States,Saxon Remote Systems is a manufacturer of long endurance custom remote aircraft systems.,"283,403", www.saxonremotesystems.com ,sales@saxonremotesystems.com,—
640,Pictures," Drones, Service Industry",United States,"Dragonfly Pictures designs, manufactures, and markets unmanned vertical take-off and landing air vehicles.","284,451", www.dragonflypictures.com/ ,info@dragonflypictures.com,—
641,Mapper," Cloud Computing, Computer Vision, Drone Management, Drones, Geospatial, SaaS, Software",United States,"Precision Agriculture, Imagery Processing, Photogrammetry Software, GIS/Drone Consulting","284,967", dronemapper.com ,jp@dronemapper.com,2
642,Quadcopter-Shop," Consumer Electronics, Drones, E-Commerce",The Netherlands,"Quadcopter shop focuses on the sale of drones, multicopters and quadcopters.","285,028", www.quadcopter-shop.nl ,info@quadcopter-shop.nl,1
643,Group," Drones, Manufacturing, Renewable Energy",United States,Dynamic Precision Group specializes in the complex fabrication of gas turbine engine parts.,"285,269", www.gotodpg.com ,info@paradigmprecision.com,—
644,GeoSystems," Aerospace, Drones, Navigation, Oil and Gas, Power Grid, Railroad, Software, Video on Demand, Video Streaming",United States,Remote GeoSystems is a technology company that designs and builds geospatial video recording systems and mapping software.,"286,230", www.remotegeo.com/ ,info@remotegeo.com,—
645,USA," Consumer Electronics, Drones, iOS, Mobile",United States,"Warner Wireless USA is the company, ensures the best cellular accessories for you.","594,680", warnerwirelessusa.com/ ,info@warnerwirelessusa.com,—
646,Tours," Drones, Real Estate, Tourism",United States,Experience the thrill of helicopter flight with Bird's Eye View Helicopters. The only way to experience Newport.,"601,064", newporthelicoptertours.com ,birdseyeviewhelicopters@gmail.com,—
647,Sound," Consumer Electronics, Drones, Electronics, Music, Real Estate, Wearables",United States,Transforming wiresless sound for the home,"601,255", www.korussound.com ,—,—
648,UAS," Computer, Drones, Telecommunications", — ,"Ryka UAS is aerial Sensing firm providing advanced imagery. We serve engineering, telecommunications, and many other industries.","602,780", www.rykauas.com ,info@rykauas.com,—
649,SL," Computer, E-Commerce, Internet, iOS, Mobile, SEO, Software",Spain,"Empresa especializada en el desarrollo de proyectos online, aplicaciones móvil para iPhone y Android y en creación de Software para Drones.","607,974", www.4crew.es/ ,—,—
650,Inc.," Computer, Drones, Internet of Things, Software",Canada,Viooa is the world’s first 360° smart camera designed specifically for unmanned vehicles.,"608,524", www.Viooa.com ,—,—
651,International," Drones, Hospitality, Tourism",United States,High Flight International,"609,982", www.highflight.nl ,—,—
652,Ltd., Drones,South Africa,Professional UAV Services across Africa,"610,145", www.terracam.co.za ,info@terracam.co.za,—
653,UAV," Drones, Photography",Australia,Swarm UAV provides commercial aerial cinematography services.,"610,664", www.swarmuav.com.au/ ,info@swarmuav.com.au,—
654,tech," Drones, Hardware, Manufacturing, Robotics, Software, Wearables",United States,"We are leaders in IT Hardware Manufacturing, Supplying, Distributing, Trading, Importing & Exporting all Computer Hardware, Memory","613,765", bharatiinfotech.com ,info@bharatiinfotech.com,—
655,Aerospace, Drones,United States,"Biosphere Aerospace is a startup company that holds several worldwide patents in the fixed wing, rotary wing, and space systems technologies","614,881", biosphereaerospace.com/ ,info1@biosphereaerospace.com,—
656,Spin.Works," Aerospace, Drones",Portugal,"Spin.Works is an aerospace company dedicated to the development and manufacturing of defense, space and unmanned systems.","617,661", www.spinworks.pt ,info@spinworks.pt,—
657,Mapping," Drones, Information Services, Information Technology, Mapping Services",United States,GeoWing Mapping Inc. is a California-based geomatics company that provides high-end mapping services and products.,"620,400", www.geowingmapping.com/ ,contact@geowingmapping.com,3
658,Raymio," Drones, Telecommunications",Denmark,Raymio wearables tracks your UV exposure and advises you on protective measures.,"621,522", www.raymio.com ,hello@raymio.com,—
659,Services," Drones, Mapping Services, Video",United States,"Unmanned Services provides high resolution picture, video and mapping support services.","621,787", www.unmannedservicesinc.com ,info@unmannedservicesinc.com,2
660,Alps," Drones, Software, Virtual Reality", — ,Drone Alps offers aerial filming service through 3D modelling and live streaming options.,"622,220", www.dronealps.com ,info@dronealps.com,—
661,KinoFly," Aerospace, Drones, Photography, Professional Services",United States,KinoFly creates professional aerial and ground-based cinematography.,"623,503", kinofly.com/ ,—,—
662,W-In," Drones, Film, Photography",The Netherlands,W-In offers professional film making services for personal and professional needs and also provides drone photography services.,"623,527", www.w-in.nl/ ,info@w-in.nl,—
663,UG," Computer, Consumer Electronics, Drones, Software",Germany,"Services, Hardware and Softwaredevelopment for Unmanned Aircraft Industrues / Drones","623,781", copterview.eu ,—,1
664,Air, Drones,United States,Philly by Air showcases unique aerial views of Philadelphia and the surrounding area.,"625,360", www.phillybyair.com/ ,matt@phillybyair.com,—
665,Den," Drones, Information Services", — ,Not for profit large amateur flying community with an interest in UAVs,"625,493", www.dronesden.com ,—,—
666,Aeroinspect," Aerospace, Drones, Service Industry",Indonesia,Aeroinspect is an unmanned aerial solution company specializing in oil and gas inspection.,"625,894", aeroinspect.id ,info@aeroinspect.id,1
667,PCGuia," Consumer Electronics, Drones, Electronics, Information Technology, News, Virtual Reality", — ,"PCGuia is a news site focusing on computer, electronics, and technology news.","626,494", www.pcguia.pt ,redaccao@pcguia.fidemo.pt,—
668,DroneKraft," Drones, Robotics",United States,DroneKraft is a New York­based multicopter design firm engaged in flying robotic machines.,"627,241", www.dronekraft.io ,squad@dronekraft.io,—
669,TVSAS, Drones,United Kingdom,"TVSAS provides satellite, CCTV, and aerial installation services for its domestic and commercial customers.","631,568", www.tvsas.com ,mark@tvsas.com,—
670,Aerial," Drones, Software",United States,Spark Aerial specializes in capturing the aerial perspective like never before.,"632,716", sparkaerial.com/ ,—,—
671,Metador," Building Material, Consumer Goods, Drones, Manufacturing, Security",United Kingdom,Britannia Metador is a steel door manufacturer for private and commercial use.,"633,339", www.britanniametador.com ,security@britanniametador.com,—
672,Kennershops," Cooking, Drones, E-Commerce, E-Commerce Platforms",The Netherlands,Kennershops provides web stores that deal with drones and SousVide equipment.,"633,637", www.kennershops.nl ,info@kennershops.nl,—
673,Over-C," Computer, Consumer Goods, Drones, Wearables", — ,"With over 75 years of combined experience, Over-C builds, deploys and markets both business as well as consumer products and solutions.","633,955", over-c.us/ ,—,—
674,Pingouins," Events, Film, Unified Communications",France,"Tout Le Monde Aime Les Pingouins provides audio-video filming solutions, branding and content through drones and photography.","637,673", www.tlmalp.com ,contact@tlmalp.com,—
675,Lenslifters," Aerospace, Photography",United Kingdom,"Lenslifters is an aerial video, photo and surveying unit based at MediaCityUK near Manchester. ","638,220", lenslifters.co.uk/ ,team@lenslifters.co.uk,—
676,Labs, Manufacturing,United States,Turbine Technology,"639,305", www.PolarisPropulsion.com ,info@polarispropulsion.com,—
677,Biosensors," Media and Entertainment, News",United States,U.S. BioSensors offer a Data Center with Managed Services to multiple industries.,"640,011", usbiosensors.com/ ,—,—
678,Working," Advertising, Broadcasting, Digital Media, Drones, News, Video",Switzerland,Unconventional media production from the Alps.,"640,087", visualworking.com/ ,welcome@visualworking.com,—
679,RoadLoK," 3D Printing, Computer, Consumer Goods, Drones, E-Commerce, Manufacturing, Product Design",United States,The RoadLoK fits perfectly into our product range and shows that KTM PowerParts is focused on high quality products.,"643,010", roadlok.com/ ,—,1
680,Citadelta," Autonomous Vehicles, Drones",Mexico,Citadelta is a company focused on the design and development of innovative solutions with Unmanned Aerial Vehicles.,"643,919", www.citadelta.com/ ,info@citadelta.com,—
681,Innocon," Drones, Enterprise, Manufacturing",Israel,Innocon UAVs are equipped with the company's proprietary command and control systems.,"644,371", www.innoconltd.com ,support@daronet.com,—
682,Senseloop," Drone Management, Drones, Industrial Automation",Norway,Senseloop delivers automatic drone operations and drone as a service in the market.,"645,330", www.senseloop.com/ ,post@senseloop.com,—
683,Logic," 3D Printing, Drones, Electronics, Hardware, Manufacturing", — ,"Jolly Logic manufactures electronic gadgets for flying hobbies like model rocketry, planes, and drones.","645,449", www.jollylogic.com ,—,—
684,Heroes," Advertising, Content Marketing, Fitness, Marketing, Marketplace, Sports",Spain,Sporty Heroes is the first athlete-generated video-marketplace for brands and media to get footage at scale with unlimited legal rights.,"651,538", www.sportyheroes.com/ ,—,—
685,Drones," Advertising, Drones, Marketing, Real Estate",United States,AERIAL CINEMATOGRAPHY,"653,161", www.capedrones.net ,kiley@capedrones.net,1
686,Media," Animation, Brand Marketing, Drones, Virtual Reality",United States,"Max Wave Media is a strategic creative firm that consistently delivers services in animation, VR and drone photography.","656,584", www.maxwavemedia.com/ ,info@maxwavemedia.com,—
687,SkyTec," Drones, Information Services, Information Technology",United States,"Skytec provides leading-edge Unmanned Aerial Systems (UAS) mapping, inspection and data analysis services.","660,403", www.skytecllc.com ,—,—
688,Inc.," Aerospace, Drones, Electronics",Canada,EMR Laboratories Inc. is a leader in commercial UAV systems development and tele-presence applications for aircraft.,"661,187", www.emrlabs.com/ ,—,—
689,DroneOps, Drones,United Kingdom,DroneOps specialising in the commercial application of Small Unmanned Aerial Systems (SUAS) and robotics.,"662,892", www.drone-operations.com/ ,info@droneoperations.co.uk,1
690,HARPIATECH," Aerospace, Consumer Electronics, Drones, Information Technology",Portugal,Harpiatech provide remotely controlled solutions.,"665,703", www.harpia.pt/ ,info@harpia-tech.com,—
691,Drones, Robotics,Spain,ICO Drones is an aviation consultancy firm focused on the development and use of Remotely Piloted Aircraft Systems.,"666,801", www.icodrones.com ,info@icodrones.com,—
692,Difly," Drones, E-Commerce, Electronics",The Netherlands,Difly is an online retail store that offers drone kits and parts as well as accessories.,"667,269", www.difly.nl ,jelle.vk@difly.nl,—
693,Drone2GIS," Drones, Information Services",United States,Drone2GIS is a geo-spatial service provider.,"670,684", drone2gis.com/ ,—,—
694,Geosense," Drones, Industrial, Information Technology",Greece,Geosense is a firm that offers a wide range of complete products and services in the field of geo-informatics and drone-based technology.,"671,643", www.geosense.gr ,mail@geosense.gr,—
