Company Name,Country,URL,Email,People,Use,Description,Funding
production,Israel,www.flying-production.com,info@flying-production.com,1,"Drones, Enterprise, Manufacturing, Military","FLYING PRODUCTION LTD. specializes in design, development, implementation and life cycle support of advanced Unmanned Aerial Systems (UAS).",265462
Advice,United States,audioadvice.com,вЂ”,0,"Drones, Electronics","Audio Advice is a consumer electronics firm that specializes in audio, home theater, and smart home technology.",267835
Services,United Arab Emirates,www.exponent-ts.com,info@exponent-ts.com,0,"Cloud Computing, Drone Management, Drones",Exponent Technology Services provides bespoke solutions by integrating unmanned aerial vehicles (UAS) and auto-ID technologies.,268307
Airnest,United States,www.airnest.com,business@airnest.com,3,"Developer Tools, Drones, Mobile, Software",Airnest designs and develops flight planning and data capture software for the commercial drone industry.,268356
Sources,Russian Federation,www.integrasources.com,hello@integrasources.com,0,"Embedded Software, Embedded Systems, Hardware, Internet of Things, Outsourcing, Robotics, Service Industry, Software, Software Engineering",Custom Hardware & Software Development Company,268682
Energy,United States,www.gotekenergy.com,info@gotekenergy.com,4,"Air Transportation, Automotive, Drones, Energy Efficiency, Manufacturing, Marine Transportation, Transportation",DynaKinetic Rotary Technology Company,269681
Science,Australia,popsci.com.au,вЂ”,0,Publishing,Australian Popular Science is a monthly magazine that reports on the current trends of science and technology.,26987
GmbH,вЂ”,www.cineflight.tv/,film@cineflight.tv,0,Drones,"Ob Hubschrauber oder Drone. Am Boden, in der Luft und auf See - Cineflight bietet alles fГјr die optimale Umsetzung Ihrer Filmideen",270115
AiDrones,Germany,www.aidrones.de,contact@aidrones.com,0,"Aerospace, Drones",Ai Drones is an innovative company producing and developing Unmanned Systems with the focus on helicopter drones.,27041
SPECTAIR,Germany,spectair.com/,вЂ”,0,"Computer, Consumer Goods, Drones, Information Technology, Robotics, Virtual Reality",SPECTAIR is your full-service partner for aerial robotic services.,272402
IR-LOCK,United States,www.irlock.com,info@irlock.com,1,"Aerospace, Drones, Robotics","IR-LOCK develops sensor systems for drones, enabling package delivery, automated charging, and GPS-denied navigation.",273592
Bird,France,www.mybionicbird.com/,contact@mybionicbird.com,0,"Consumer Goods, Drones",Xtim creates the first biomimetic drone in the world. The only alternative to the existing propellers drones that will be safe and furtive,27407
Automation,Sweden,www.nordluftautomation.se/,elof.winroth@nordluft.se,0,"Aerospace, Agriculture, Drone Management, Drones, Forestry, Robotics","Drones, Robotics, Forestry, UAVs",275659
Reports,United States,www.stockpilereports.com/,info@stockpilereports.com,0,"Drones, Software","Stockpile Reports calculates timely, accurate stockpile volumes and tonnage, using data collected by an iPhone, aerial or UAV.",2761
Drones,Australia,spheredrones.com.au/,info@spheredrones.com.au,0,Drones,Sphere Drones is a leading drone supplier in Australia.,277193
Snitch,Singapore,snitchme.com/,henry@snitchme.com,1,"Drones, Hardware, Photography, Software, Video",Snitch is a drone-like mobile flying camera used in a variety of capacities.,277364
Industries,United States,madlabindustries.com/,madlab@madlabindustries.com,0,"Drones, Manufacturing, Robotics",Mad Lab Industries specializes in high end custom heavy lift and commercial drone development.,278793
Systems,United States,www.hummingbirdsystems.com/,sitescan@hummingbirdsystems.com,1,"Aerospace, Drones",Hummingbird Systems provides on demand aerial mapping and data analysis of construction sites and agriculture using drones.,28022
Airvinci,Canada,www.airvinci.com,info@airvinci.com,0,Robotics,They are developing a personal VOTL helicopter.,280676
Innovations,United Kingdom,www.eeinnovationsltd.com/,вЂ”,0,"Drones, Photography",Eagle Eye Innovations Ltd are a team of professional aviators who specialize in Unmanned Aerial Vehicles (UAVs).,281277
DroneUA,Ukraine,drone.ua/,info@drone.ua,2,"Aerospace, Drones, Robotics",Drone.UA is the leading integrator of unmanned technologies in the Ukrainian market.,281645
Labs,United States,www.dronedetector.com/,вЂ”,0,"Drones, Security",Drone Labs is a drone detection and countermeasure company. They are dedicated to consistently providing high customer satisfaction.,282081
Systems,United States,www.saxonremotesystems.com,sales@saxonremotesystems.com,0,"Drones, Manufacturing",Saxon Remote Systems is a manufacturer of long endurance custom remote aircraft systems.,283403
Pictures,United States,www.dragonflypictures.com/,info@dragonflypictures.com,0,"Drones, Service Industry","Dragonfly Pictures designs, manufactures, and markets unmanned vertical take-off and landing air vehicles.",284451
Mapper,United States,dronemapper.com,jp@dronemapper.com,2,"Cloud Computing, Computer Vision, Drone Management, Drones, Geospatial, SaaS, Software","Precision Agriculture, Imagery Processing, Photogrammetry Software, GIS/Drone Consulting",284967
Quadcopter-Shop,The Netherlands,www.quadcopter-shop.nl,info@quadcopter-shop.nl,1,"Consumer Electronics, Drones, E-Commerce","Quadcopter shop focuses on the sale of drones, multicopters and quadcopters.",285028
Group,United States,www.gotodpg.com,info@paradigmprecision.com,0,"Drones, Manufacturing, Renewable Energy",Dynamic Precision Group specializes in the complex fabrication of gas turbine engine parts.,285269
GeoSystems,United States,www.remotegeo.com/,info@remotegeo.com,0,"Aerospace, Drones, Navigation, Oil and Gas, Power Grid, Railroad, Software, Video on Demand, Video Streaming",Remote GeoSystems is a technology company that designs and builds geospatial video recording systems and mapping software.,28623
USA,United States,warnerwirelessusa.com/,info@warnerwirelessusa.com,0,"Consumer Electronics, Drones, iOS, Mobile","Warner Wireless USA is the company, ensures the best cellular accessories for you.",59468
Tours,United States,newporthelicoptertours.com,birdseyeviewhelicopters@gmail.com,0,"Drones, Real Estate, Tourism",Experience the thrill of helicopter flight with Bird's Eye View Helicopters. The only way to experience Newport.,601064
Sound,United States,www.korussound.com,вЂ”,0,"Consumer Electronics, Drones, Electronics, Music, Real Estate, Wearables",Transforming wiresless sound for the home,601255
UAS,вЂ”,www.rykauas.com,info@rykauas.com,0,"Computer, Drones, Telecommunications","Ryka UAS is aerial Sensing firm providing advanced imagery. We serve engineering, telecommunications, and many other industries.",60278
SL,Spain,www.4crew.es/,вЂ”,0,"Computer, E-Commerce, Internet, iOS, Mobile, SEO, Software","Empresa especializada en el desarrollo de proyectos online, aplicaciones mГіvil para iPhone y Android y en creaciГіn de Software para Drones.",607974
Inc.,Canada,www.Viooa.com,вЂ”,0,"Computer, Drones, Internet of Things, Software",Viooa is the worldвЂ™s first 360В° smart camera designed specifically for unmanned vehicles.,608524
International,United States,www.highflight.nl,вЂ”,0,"Drones, Hospitality, Tourism",High Flight International,609982
Ltd.,South Africa,www.terracam.co.za,info@terracam.co.za,0,Drones,Professional UAV Services across Africa,610145
UAV,Australia,www.swarmuav.com.au/,info@swarmuav.com.au,0,"Drones, Photography",Swarm UAV provides commercial aerial cinematography services.,610664
tech,United States,bharatiinfotech.com,info@bharatiinfotech.com,0,"Drones, Hardware, Manufacturing, Robotics, Software, Wearables","We are leaders in IT Hardware Manufacturing, Supplying, Distributing, Trading, Importing & Exporting all Computer Hardware, Memory",613765
Aerospace,United States,biosphereaerospace.com/,info1@biosphereaerospace.com,0,Drones,"Biosphere Aerospace is a startup company that holds several worldwide patents in the fixed wing, rotary wing, and space systems technologies",614881
Spin.Works,Portugal,www.spinworks.pt,info@spinworks.pt,0,"Aerospace, Drones","Spin.Works is an aerospace company dedicated to the development and manufacturing of defense, space and unmanned systems.",617661
Mapping,United States,www.geowingmapping.com/,contact@geowingmapping.com,3,"Drones, Information Services, Information Technology, Mapping Services",GeoWing Mapping Inc. is a California-based geomatics company that provides high-end mapping services and products.,6204
Raymio,Denmark,www.raymio.com,hello@raymio.com,0,"Drones, Telecommunications",Raymio wearables tracks your UV exposure and advises you on protective measures.,621522
Services,United States,www.unmannedservicesinc.com,info@unmannedservicesinc.com,2,"Drones, Mapping Services, Video","Unmanned Services provides high resolution picture, video and mapping support services.",621787
Alps,вЂ”,www.dronealps.com,info@dronealps.com,0,"Drones, Software, Virtual Reality",Drone Alps offers aerial filming service through 3D modelling and live streaming options.,62222
KinoFly,United States,kinofly.com/,вЂ”,0,"Aerospace, Drones, Photography, Professional Services",KinoFly creates professional aerial and ground-based cinematography.,623503
W-In,The Netherlands,www.w-in.nl/,info@w-in.nl,0,"Drones, Film, Photography",W-In offers professional film making services for personal and professional needs and also provides drone photography services.,623527
UG,Germany,copterview.eu,вЂ”,1,"Computer, Consumer Electronics, Drones, Software","Services, Hardware and Softwaredevelopment for Unmanned Aircraft Industrues / Drones",623781
Air,United States,www.phillybyair.com/,matt@phillybyair.com,0,Drones,Philly by Air showcases unique aerial views of Philadelphia and the surrounding area.,62536
Den,вЂ”,www.dronesden.com,вЂ”,0,"Drones, Information Services",Not for profit large amateur flying community with an interest in UAVs,625493
Aeroinspect,Indonesia,aeroinspect.id,info@aeroinspect.id,1,"Aerospace, Drones, Service Industry",Aeroinspect is an unmanned aerial solution company specializing in oil and gas inspection.,625894
PCGuia,вЂ”,www.pcguia.pt,redaccao@pcguia.fidemo.pt,0,"Consumer Electronics, Drones, Electronics, Information Technology, News, Virtual Reality","PCGuia is a news site focusing on computer, electronics, and technology news.",626494
DroneKraft,United States,www.dronekraft.io,squad@dronekraft.io,0,"Drones, Robotics",DroneKraft is a New YorkВ­based multicopter design firm engaged in flying robotic machines.,627241
TVSAS,United Kingdom,www.tvsas.com,mark@tvsas.com,0,Drones,"TVSAS provides satellite, CCTV, and aerial installation services for its domestic and commercial customers.",631568
Aerial,United States,sparkaerial.com/,вЂ”,0,"Drones, Software",Spark Aerial specializes in capturing the aerial perspective like never before.,632716
Metador,United Kingdom,www.britanniametador.com,security@britanniametador.com,0,"Building Material, Consumer Goods, Drones, Manufacturing, Security",Britannia Metador is a steel door manufacturer for private and commercial use.,633339
Kennershops,The Netherlands,www.kennershops.nl,info@kennershops.nl,0,"Cooking, Drones, E-Commerce, E-Commerce Platforms",Kennershops provides web stores that deal with drones and SousVide equipment.,633637
Over-C,вЂ”,over-c.us/,вЂ”,0,"Computer, Consumer Goods, Drones, Wearables","With over 75 years of combined experience, Over-C builds, deploys and markets both business as well as consumer products and solutions.",633955
Pingouins,France,www.tlmalp.com,contact@tlmalp.com,0,"Events, Film, Unified Communications","Tout Le Monde Aime Les Pingouins provides audio-video filming solutions, branding and content through drones and photography.",637673
Lenslifters,United Kingdom,lenslifters.co.uk/,team@lenslifters.co.uk,0,"Aerospace, Photography","Lenslifters is an aerial video, photo and surveying unit based at MediaCityUK near Manchester.",63822
Labs,United States,www.PolarisPropulsion.com,info@polarispropulsion.com,0,Manufacturing,Turbine Technology,639305
Biosensors,United States,usbiosensors.com/,вЂ”,0,"Media and Entertainment, News",U.S. BioSensors offer a Data Center with Managed Services to multiple industries.,640011
Working,Switzerland,visualworking.com/,welcome@visualworking.com,0,"Advertising, Broadcasting, Digital Media, Drones, News, Video",Unconventional media production from the Alps.,640087
RoadLoK,United States,roadlok.com/,вЂ”,1,"3D Printing, Computer, Consumer Goods, Drones, E-Commerce, Manufacturing, Product Design",The RoadLoK fits perfectly into our product range and shows that KTM PowerParts is focused on high quality products.,64301
Citadelta,Mexico,www.citadelta.com/,info@citadelta.com,0,"Autonomous Vehicles, Drones",Citadelta is a company focused on the design and development of innovative solutions with Unmanned Aerial Vehicles.,643919
Innocon,Israel,www.innoconltd.com,support@daronet.com,0,"Drones, Enterprise, Manufacturing",Innocon UAVs are equipped with the company's proprietary command and control systems.,644371
Senseloop,Norway,www.senseloop.com/,post@senseloop.com,0,"Drone Management, Drones, Industrial Automation",Senseloop delivers automatic drone operations and drone as a service in the market.,64533
Logic,вЂ”,www.jollylogic.com,вЂ”,0,"3D Printing, Drones, Electronics, Hardware, Manufacturing","Jolly Logic manufactures electronic gadgets for flying hobbies like model rocketry, planes, and drones.",645449
Heroes,Spain,www.sportyheroes.com/,вЂ”,0,"Advertising, Content Marketing, Fitness, Marketing, Marketplace, Sports",Sporty Heroes is the first athlete-generated video-marketplace for brands and media to get footage at scale with unlimited legal rights.,651538
Drones,United States,www.capedrones.net,kiley@capedrones.net,1,"Advertising, Drones, Marketing, Real Estate",AERIAL CINEMATOGRAPHY,653161
Media,United States,www.maxwavemedia.com/,info@maxwavemedia.com,0,"Animation, Brand Marketing, Drones, Virtual Reality","Max Wave Media is a strategic creative firm that consistently delivers services in animation, VR and drone photography.",656584
SkyTec,United States,www.skytecllc.com,вЂ”,0,"Drones, Information Services, Information Technology","Skytec provides leading-edge Unmanned Aerial Systems (UAS) mapping, inspection and data analysis services.",660403
Inc.,Canada,www.emrlabs.com/,вЂ”,0,"Aerospace, Drones, Electronics",EMR Laboratories Inc. is a leader in commercial UAV systems development and tele-presence applications for aircraft.,661187
DroneOps,United Kingdom,www.drone-operations.com/,info@droneoperations.co.uk,1,Drones,DroneOps specialising in the commercial application of Small Unmanned Aerial Systems (SUAS) and robotics.,662892
HARPIATECH,Portugal,www.harpia.pt/,info@harpia-tech.com,0,"Aerospace, Consumer Electronics, Drones, Information Technology",Harpiatech provide remotely controlled solutions.,665703
Drones,Spain,www.icodrones.com,info@icodrones.com,0,Robotics,ICO Drones is an aviation consultancy firm focused on the development and use of Remotely Piloted Aircraft Systems.,666801
Difly,The Netherlands,www.difly.nl,jelle.vk@difly.nl,0,"Drones, E-Commerce, Electronics",Difly is an online retail store that offers drone kits and parts as well as accessories.,667269
Drone2GIS,United States,drone2gis.com/,вЂ”,0,"Drones, Information Services",Drone2GIS is a geo-spatial service provider.,670684
Geosense,Greece,www.geosense.gr,mail@geosense.gr,0,"Drones, Industrial, Information Technology",Geosense is a firm that offers a wide range of complete products and services in the field of geo-informatics and drone-based technology.,671643
