,Company Name,Use,Country,Description,Url,Email,Founders,Found Date,t1,t2,t3,t4,t5,t6,t7
124,RBA," Advertising, Information Technology, Internet, Language Learning, News, Publishing, Software",Spain,Grupo RBA is a provider of business solutions and automation to make business easier for its clients., eng.rba.es ,sergi-meseguer@rba.es,1,1991,—,—,—,—,—,—,—
125,GuyKat," E-Learning, Education, Information Technology, Professional Services, Software",United Kingdom,GuyKat is a company that provides off-the-shelf and custom-built online learning guides., www.guykat.com/ ,info1@guykat.com,1,2009,—,—,—,—,—,—,—
126,Ltd.," Corporate Training, Delivery, E-Learning, Education, Information Technology, Professional Networking",Brazil,Cloud Campus is a Brazilian-based distance learning company focused on the delivery of highly technical courses., www.cloudcampus.cc ,info@cloudcampus.cc,1,"May 5, 2013",—,—,—,—,—,—,—
127,Preschool2me," Apps, EdTech, Information Services, Information Technology",United States,Preschool2me is an app that connects Preschools and Daycare centers to parents., www.preschool2me.com/ ,talk2us@preschool2me.com,1,2013,"Aug 7, 2019",—,—,—,—,—,—
128,Inc.," Information Services, Information Technology, Language Learning",Japan,Oyraa is a freelancer platform for professional interpreters and multilinguals., www.oyraa.com ,—,1,"Mar 9, 2017",—,—,—,—,—,—,—
129,Dinantia," Education, Information Technology, Real Time",Spain,Dinantia is improve communication between schools and families., dinantia.com/en/ ,info@dinantia.com,1,2015,—,—,—,—,—,—,—
130,Techopedia, Information Technology,Canada,"Techopedia is an IT education website that provides insight and inspiration to IT professionals, technology decision-makers, and many more.", www.techopedia.com/ ,webmaster@techopedia.com,1,2011,—,—,—,—,—,—,—
131,Otus," EdTech, Education, Information Technology, Internet",United States,Otus is the teaching and learning platform that all school stakeholders use to track and visualize student performance over time., otus.com ,otus@otus.com,3,2012,—,—,—,—,—,—,—
132,Cause.it," Brand Marketing, Education, Information Technology, Marketing, Mobile, Software",United States,"Cause.it offers digital tools for higher education foundations to engage alumni, build participation, and shorten the donor life cycle.", www.cause.it ,team@cause.it,2,2012,—,—,—,—,—,—,—
133,YourTutor," EdTech, Education, Information Technology, Marketplace",Bulgaria,YourTutor.us successfully combines the benefits of classic teaching with the infinite possibilities of new technologies., www.yourtutor.us ,kirilov@yourtutor.us,1,"Jan 3, 2007",—,—,—,—,—,—,—
134,Atlas," Education, Information Services, Information Technology",Japan,Atlas specializes in the development and operation of electronic journals and academic systems., www.atlas.jp/ ,—,—,"Aug 1, 1986",—,—,—,—,—,—,—
135,QMetry," Analytics, Information Technology, Quality Assurance, Software, Test and Measurement",United States,"QMetry is designed for agile testing and DevOps teams to build, manage, and deploy quality software faster with confidence.", www.qmetry.com ,info@qmetry.com,1,"Jan 1, 2014",—,—,—,—,—,—,—
136,Inc," DIY, Education, Hardware, Information Technology, Robotics, Software",United Arab Emirates,Junkbot is a Do It Yourself Robotic kit which help children make real life working robots from unwanted junk., www.junkbot.co/ ,info@junkbot.co,—,"Apr 30, 2014",—,—,—,—,—,—,—
137,Technologies," Information Technology, Security, Software",Russian Federation,"StarForce Technologies has extensive expertise in protecting digital information from copying, hacking and unauthorized use.", www.star-force.com ,webmaster@star-force.com,—,2000,—,—,—,—,—,—,—
138,Systems," Consulting, Enterprise Software, Government, Information Technology, Service Industry, Software",United States,GTC Systems Inc. is an IT services firm providing a variety of solutions on a nationwide basis., www.gtcsystems.com ,sales@gtcsystems.com,1,1995,—,—,—,—,—,—,—
139,ICHEC," Education, Information Technology",Ireland,Irish Centre for High-End Computing, www.ichec.ie/ ,info@ichec.ie,—,2005,—,—,—,—,—,—,—
140,Technologies," Delivery, Information Technology, Internet",United Kingdom,"Etive which is expanding its Birmingham operations, is capitalising on the government's desire to move all public services online.", etive.org ,hello@etive.org,—,2011,—,—,—,—,—,—,—
141,Lingo," Health Care, Information Technology, Medical",United States,"At MD Lingo, we translate recent articles from high-impact medical journals into a language and tone that patients understand", www.mdlingo.com ,support@mdlingo.com,2,2013,—,—,—,—,—,—,—
142,Abelium," Information and Communications Technology (ICT), Information Technology, Internet, Market Research",Slovenia,Abelium is a young innovative high-tech company specialized in conducting research on complex problems in business and industry., www.abelium.eu ,—,2,2009,—,—,—,—,—,—,—
143,eXlogue," Information Services, Information Technology, Language Learning",United States,"EXlogue is a credit-based knowledge and skill exchange platform that makes online consulting fast, real and free.", www.exlogue.com ,—,3,"Dec 6, 2014",—,—,—,—,—,—,—
144,Education," Content Delivery Network, Education, Information Technology, Knowledge Management, Software",United States,Andover delivers the future of education knowledge management today., www.andovered.com ,info@andovered.com,—,"Jul 17, 2003",—,—,—,—,—,—,—
145,Center," Aerospace, Drones, Education, Information Technology",Spain,A Global UAV Hub (1 of the only 10 in the world): Test Site + Drone Academy, www.barcelonadronecenter.com ,marcbeltran@bcndronecenter.com,3,1978,—,—,—,—,—,—,—
146,Research," Education, Information Technology, Robotics, Software, Virtual Reality",United States,"Wolfram Research is a computer, web, and cloud software company that offers solutions for sectors such as education, R&D, and sciences.", www.wolfram.com ,info@wolfram.com,2,1987,—,—,—,—,—,—,—
147,Inc.," Fitness, Health Care, Information Technology, Training, Wellness",Canada,Mentorum is an advanced web & mobile platform that connects people with the right health & wellness professionals., www.mentorum.co ,—,1,"Apr 1, 2014",—,—,—,—,—,—,—
148,LRN," Consulting, Education, Enterprise Software, Information Services, Information Technology",United States,"LRN provides integrated solutions through strategic advice, content, tools, online platforms, and support for organizations worldwide.", www.lrn.com/ ,—,1,1992,—,—,—,—,—,—,—
149,Management," Education, Information Technology, Software",United States,"Campus Management is a provider of software, strategies and services which enable institutions of higher education to offer dynamic models.", www.campusmanagement.com ,—,—,1988,"Jan 16, 2020",—,—,—,—,—,—
150,Digilab," Digital Media, Information Services, Information Technology, Software, Telecommunications",Brazil,"Designs is a digital company that develops solutions for Corporate TV, Pay TV, and Public Media sectors.", www.digilab.com.br/ ,comunicacao@digilab.com.br,—,1996,—,—,—,—,—,—,—
151,Group," Education, Information Technology, Software",United States,Learnsoft is a national leader in providing organizations with fully integrated learning solutions., learnsoft.com/ ,—,—,1987,—,—,—,—,—,—,—
152,GmbH," Consulting, Education, Human Resources, Information Technology",Germany,"Seller Performance Management, Sales Process Advisory, Executive Management, Sales Training & Coaching. ", www.ignitemysales.com ,hello@ignitemysales.com,1,"Oct 1, 2014",—,—,—,—,—,—,—
153,CROZ," Consulting, Information Services, Information Technology, Software",Croatia,CROZ is a Croatian IT company., croz.net/en/ ,croz@croz.net,—,1998,—,—,—,—,—,—,—
154,KMAssociations," Android, E-Commerce, Information Technology, Mobile Apps, Web Apps, Web Design, Web Development",India,KMAssociations is a Professional Web Hosting Company hosting more than 2000 sites and we offer web and mobile app developer., www.kmassociations.com/ ,support@kmassociations.com,1,"Jul 21, 2015",—,—,—,—,—,—,—
155,Opennetworks," Education, Information Technology, Software",South Africa,"Opennetworks is a Google Cloud Partner, Google Platform Partner and a Google Education Partner.", www.opennetworks.com/ ,—,1,2000,—,—,—,—,—,—,—
156,IXXO," CRM, Information Technology, Software",France,"Web Mining, Information Retrieval", www.ixxo.fr/index.php/en ,—,—,"Oct 1, 2002",—,—,—,—,—,—,—
157,Training," Consulting, Corporate Training, CRM, EdTech, Education, Information Technology",United States,Mentor Global Corporate Training is a provider of mentor training in professional project management., www.mentor-global.com ,george.thanjan@mentor-global.com,—,2010,—,—,—,—,—,—,—
158,NovoLogic," CRM, Education, Information Technology, Personalization, Software, Training",United States,"NovoLogic is a culture agency that specializes in organizational effectiveness, communication, and performance psychology.", www.novologic.com ,info@novologic.com,2,1999,—,—,—,—,—,—,—
159,Ltd," Education, Information Technology",India,Profound E­dutech is the best java classes in pune., profoundedutech.com/ ,info@profoundedutech.com,—,2013,—,—,—,—,—,—,—
160,VisualSP," Consulting, Education, Information Technology, Internet, Video",United States,VisualSP provides Just In Time Help and Support to all SharePoint users., www.visualsp.com/ ,support@sharepointelearning.com,—,2005,—,—,—,—,—,—,—
161,Group," Cyber Security, Information Technology, Risk Management",United States,"The Mako Group specializes in auditing, risk assessments, SOX auditing or testing and penetration testing for mid to large-sized businesses.", www.makopro.com/ ,website@makopro.com,—,—,—,—,—,—,—,—,—
